date,location,text
2022-01-24 16:26:25,"b'Vigo, Espa\xc3\xb1a'","b""La vacuna de refuerzo me ha matado :')"""
2022-01-24 16:25:48,b'Catalonia (Spain)',"b'Hilo recopilatorio de intervenciones en la concentraci\xc3\xb3n #DefeatTheMandatesDC\nUna advertencia a la sociedad acerca de las ""vacunas"".\nProfesionales que dan la cara con riesgo de perder su licencia para ejercer. La opini\xc3\xb3n cient\xc3\xadfica censurada por los medios de masas. https://t.co/wlm3mHWBDT'"
2022-01-24 16:24:32,"b'Madrid, Espa\xc3\xb1a'",b'Una empresa navarra estudiar\xc3\xa1 la eficacia de la vacuna espa\xc3\xb1ola contra el coronavirus https://t.co/fBiB81WSy9 v\xc3\xada @navarra_com'
2022-01-24 16:24:28,"b'Pamplona, Espa\xc3\xb1a'",b'@chutidiaz @Virgini42148361 @Buff_nidea @C_Terrorismo Es que esto no es una vacuna'
2022-01-24 16:24:12,"b'En Sorolandia, otrora Espa\xc3\xb1a'","b""Eric Clapton afirma que las personas que han recibido la vacuna Covid son v\xc3\xadctimas de la 'hipnosis de formaci\xc3\xb3n masiva' https://t.co/BGTphUxcyD"""
2022-01-24 16:24:00,"b'Madrid, Espa\xc3\xb1a'",b'@BlackieMoonie Este no es el que dijo que la vacuna en ni\xc3\xb1os era segura pero que \xc3\xa9l de momento no vacunaba a sus hijos?'
2022-01-24 16:23:11,b'Espa\xc3\xb1a',"b'Esta semana me toca ir al matadero a por la tercera dosis de vacuna, la Segunda me fue regulinchi a ver la tercera\xe2\x80\xa6 \xf0\x9f\xa4\xa3'"
2022-01-24 16:23:03,"b'Madrid, Espa\xc3\xb1a'","b'@AliGE28 @Maruji88 @A3Noticias Disculpa que desconf\xc3\xade, pero lo que dice un tuit mal escrito que no se puede probar y que huele a que quiere desprestigiar la vacuna que echa para atr\xc3\xa1s no puedes tomarlo no como fuente, ni como cierto.'"
2022-01-24 16:21:16,"b'Madrid, Espa\xc3\xb1a'",b'@Locovich3 @Vadodecaza1 La aspirina causa mas trombosis xk se administra mas. No xk los cause con mayor frecuencia. Mas que nada xk aun no hay estudios comparables con las vacunas.'
2022-01-24 16:20:28,b'Espa\xc3\xb1a',"b'\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 Espa\xc3\xb1a - Vacunaci\xc3\xb3n a 24/01/2022:\n\n- 1\xc2\xaa dosis: 40.803.369 (85,99%) \xf0\x9f\x94\xba53.248\n- 2\xc2\xaa dosis: 38.242.161 (80,59%) \xf0\x9f\x94\xba14.761\n- 3\xc2\xaa dosis: 19.672.074 (41,46%) \xf0\x9f\x94\xba560.484\n\n\xe2\x9e\xa1\xef\xb8\x8f Gr\xc3\xa1fico Interactivo: https://t.co/5VCDGcSbrr https://t.co/uDd0AL8ZCe'"
2022-01-24 16:20:13,"b'Madrid, Espa\xc3\xb1a'","b'@Andaqno2 @dpb1980 @lavozdegalicia Me avisas de aferrarme a los sentimientos para no decir que t\xc3\xba te aferras a los contagios para justificar no vacunarse. No te has enterado todav\xc3\xada que la vacuna no va de contagios, sino de muertos y saturaci\xc3\xb3n sanitaria. Siento si no te parece una tragedia como a m\xc3\xad.'"
2022-01-24 16:19:58,b'Espa\xc3\xb1a',"b'@LuchayHonorRMCF @ELMINIMALISTA1 Y en lo que dicen la AEM, los CDC, la OMS, los prospectos de las vacunas... Pero es que ni eso siquiera se consulta; solo se cree y se adora a programas de TV de baja estofa...'"
2022-01-24 16:18:57,"b'Galicia, Espa\xc3\xb1a'","b'Actualizaci\xc3\xb3n vacuna: he logrado conducir hasta Santiago, ahora conduce ella, casi me duermo al volante xD estamos bien tranquiles, pasen un buen d\xc3\xada'"
2022-01-24 16:18:08,b'Espa\xc3\xb1a',"b'@Agenda2030_ Y yo que pensaba que las vacunas proteg\xc3\xadan\xe2\x80\xa6si haces responsables a los anti vacunas de las muertes estas dejando ver que la vacuna no vale una puta mierda, en otro orden de cosas entiendo que responsables ser\xc3\xa1n China en primer lugar y las nefastas gestiones de los gobiernos!'"
2022-01-24 16:16:37,b'Espagne',"b'\xc3\x9altima hora del coronavirus en Espa\xc3\xb1a, en directo |  La OMS no conf\xc3\xada en el desarrollo de una vacuna que evite al 100% los contagios\n\nhttps://t.co/IaiKjLIXb7'"
2022-01-24 16:15:56,b'Espa\xc3\xb1a',"b'#Pol\xc3\xadtica | El eurodiputado espa\xc3\xb1ol @nicogoncas: ""Reclamamos que, ahora que ya hay un suministro suficiente de #vacunas, tenemos que abrir las licencias para que fueran utilizadas en todo el mundo y se reduzcan las desigualdades"" https://t.co/pICD2pK5Gm'"
2022-01-24 16:15:41,b'Espa\xc3\xb1a',b'@loles_massa Se equivocaron de tipo de vacuna \xf0\x9f\xa4\xa3'
2022-01-24 16:14:51,"b'Alcorc\xc3\xb3n, Espa\xc3\xb1a'","b'@brain_kamikaz_e A m\xc3\xad ya estaba d\xc3\xa1ndome un algo, aqu\xc3\xad to mala con la vacuna y sin internet, me da algo \xf0\x9f\x98\x82'"
2022-01-24 16:14:01,"b'Barcelona, Espa\xc3\xb1a'","b'Las vacunas covid19 funcionan. Y si no, indemnizan. v\xc3\xada: https://t.co/O6SP9fzywJ'"
2022-01-24 16:14:00,b'Espa\xc3\xb1a',b'Jajajajajajaja. Vamos que se acumulan las vacunas. Y no caben todas a -70\xc2\xba en la nevera. Hay que ir vaciando la nevera. https://t.co/EUhF57NCer'
2022-01-24 16:13:03,b'Ciudad Real-Espa\xc3\xb1a',"b'Hoy os recuerdo que NO habr\xc3\xa1 stream... vamos, ni de co\xc3\xb1a me pierdo la final de los squid games :P \n\nMa\xc3\xb1ana espero estar bien para abrir (me ponen la 3\xc2\xba vacuna as\xc3\xad que quien sabe) pero espero continuar con mi contenido variado y original de grindear 24/7 :3'"
2022-01-24 16:12:03,b'Espa\xc3\xb1a',b'@Carniva84016706 @La_SER Datos objetivos. 2 vacunas y en UCI'
2022-01-24 16:11:33,"b'Pravia, Espa\xc3\xb1a'",b'Tercera dosis de la vacuna puesta \xf0\x9f\x99\x83\xf0\x9f\x99\x83 https://t.co/RFkX8G5VBz'
2022-01-24 16:11:22,b'Espa\xc3\xb1a',b'Llega la vacuna vegana. https://t.co/eKJKTDlo86'
2022-01-24 16:11:18,b'Castellon - Spain',"b'@SchrodingerGata Roc\xc3\xado, en lo de que la vacuna no frena los contagios estaremos de acuerdo, no? S\xc3\xb3lo evita casos graves.'"
2022-01-24 16:11:14,b'Spain',"b'Novak Djokovic ya tiene fecha y torneo de regreso al tenis: ""Todos tienen derecho a no vacunarse"" \xf0\x9f\x92\x89\xf0\x9f\x8e\xbe https://t.co/NaPoazyT3p'"
2022-01-24 16:11:07,b'Las Am\xc3\xa9ricas | Espa\xc3\xb1a',"b'Fighting Stigma : Global Vacunas contra el VIH mercado panorama competitivo y an\xc3\xa1lisis de crecimiento ...: \xc2\xabEl futuro del mercado global Vacunas contra el VIH en 2022 hasta 2031: competencia, oportunidades de crecimiento y perspectivas para las\xc2\xa0... https://t.co/8Bsn7wIzBG'"
2022-01-24 16:11:01,"b'Espa\xc3\xb1a 948, Mendoza, Mendoza'","b'Vizzotti, ante la OMS:  ""Hasta que todos los pa\xc3\xadses no accedan a la vacuna, no daremos vuelta la p\xc3\xa1gina"" https://t.co/7uk8yQEi4w'"
2022-01-24 16:09:18,"b'Gandia, Espa\xc3\xb1a'",b'Si claro est\xc3\xa1s tu que me pongo m\xc3\xa1s vacunas con el p\xc3\xa1nico que les tengo https://t.co/2R0W6ddhyu'
2022-01-24 16:09:11,"b'Asturias, Espa\xc3\xb1a'","b'@motimeastur @GobAsturias @astursalud Cu\xc3\xa1ntos por coronavirus?\nCu\xc3\xa1ntos con coronavirus?\nDe los que han muerto a causa del virus...\nCu\xc3\xa1ntos con ""ninguna"" vacuna?\nCu\xc3\xa1ntos con ""alguna"" vacuna?\nCu\xc3\xa1ntos con ""pauta completa""?\n\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'"
2022-01-24 16:08:13,"b'El \xc3\x81lamo, Espa\xc3\xb1a'","b'\xf0\x9f\x98\x89La tercera dosis de la vaccuna Pfizer protege frente a \xc3\x93micron\xf0\x9f\x98\x89\n\xe2\x9e\xa1\xef\xb8\x8f\xf0\x9d\x99\x88\xf0\x9d\x99\x9e\xf0\x9d\x99\xa7\xf0\x9d\x99\x96 \xf0\x9d\x99\xa1\xf0\x9d\x99\x96 \xf0\x9d\x99\xa3\xf0\x9d\x99\xa4\xf0\x9d\x99\xa9\xf0\x9d\x99\x96 \xf0\x9d\x99\x96\xf0\x9d\x99\xa6\xf0\x9d\x99\xaa\xf0\x9d\x99\x9e\xcc\x81: https://t.co/zbDIcKqUfJ\n\xe2\x98\x8e 910 88 74 71 - Calle de las Escuelas, 9, 28607 El \xc3\x81lamo Madrid\n#farmacia #madrid #VacunarseEsClave  #omicron https://t.co/W162dLJKiH'"
2022-01-24 16:07:39,"b'Pontevedra, Espa\xc3\xb1a'","b'@B_Espinoso Parece m\xc3\xa1s guerra sucia entre empresas farmac\xc3\xa9uticas para amarrar el bot\xc3\xadn. Yo culpar\xc3\xada,  gratuitamente, a Moderna\xf0\x9f\x87\xba\xf0\x9f\x87\xb2. Lo llamativo es esta belicosidad cuando las ventas de vacunas ya est\xc3\xa1n contratadas y cubiertas a medio plazo.'"
2022-01-24 16:06:41,"b'Santiago de Compostela, Espa\xc3\xb1a'",b'En \xc3\x81frica con la calor que pega como conservan las vacunas? Mucho congelador de -50 graditos no tendr\xc3\xa1n?'
2022-01-24 16:06:25,b'Spain',"b'El dif\xc3\xadcil camino del test espa\xc3\xb1ol que es pionero en el mundo, mide la inmunidad ante la covid... y ahorrar\xc3\xada vacunas https://t.co/kmOMwMaXA8'"
2022-01-24 16:04:06,b'Espa\xc3\xb1a',"b'@Carniva84016706 @La_SER Que no sabemos qu\xc3\xa9 habr\xc3\xada pasado con 0, 1, 3 \xc3\xb3 15 vacunas.'"
2022-01-24 16:01:59,b'Spain',"b'@elcorreo_com Si ya era innecesario vacunar a ni\xc3\xb1os, qu\xc3\xa9 clase de locura es vacunar a ni\xc3\xb1os que ya han pasado la enfermedad y tienen una inmunidad superior a la que concede la vacuna?'"
2022-01-24 16:01:27,"b'Nar\xc3\xb3n, Espa\xc3\xb1a'",b'@CarlosXDPM La vacuna es lo que tiene.'
2022-01-24 16:00:53,"b'Barcelona, Espa\xc3\xb1a'","b'@Nopanaden @Cyandeceres @quiquebassat Mucho \xc3\xa1nimo. Por desgracia, todav\xc3\xada mucha gente tiene una imagen de nuestra profesi\xc3\xb3n que (raras) veces se corresponde con la realidad. Yo tambi\xc3\xa9n defiendo las vacunas (aunque se defienden solas) porque salvan vidas.'"
2022-01-24 16:00:02,b'Espa\xc3\xb1a',b'Cu\xc3\xa1ndo se pone la segunda dosis de la vacuna a los ni\xc3\xb1os https://t.co/9CV0OfJZB7'
2022-01-24 15:59:32,"b'Madrid, Espa\xc3\xb1a'","b'Lo que nos faltaba , ahora los antivacunas dir\xc3\xa1n "" Veis, la vacuna es una infecci\xc3\xb3n programada para convertiros en zombis y acabar con la sociedad. \nGracias Amazon por tu Aws Amazon Punto 42.10 https://t.co/f2sgiacAPV https://t.co/5GSwDZValT'"
2022-01-24 15:56:42,b'Espa\xc3\xb1a',"b'Novak Djokovic ya tiene fecha y torneo de regreso al tenis: ""Todos tienen derecho a no vacunarse"" https://t.co/B0huFeLwL2'"
2022-01-24 15:55:07,b'Espa\xc3\xb1a',b'#ConSaludPodcasts | La ciencia abre la puerta a los #xenotrasplantes ante la escasez de \xc3\xb3rganos humanos. \xc2\xa1Ponte los cascos y te lo contamos en las noticias del d\xc3\xada! \xf0\x9f\x8e\xa7https://t.co/CmHCAMT9y1 https://t.co/QvkKPHuRXD'
2022-01-24 15:54:50,b'Espa\xc3\xb1a/USA/Dub\xc3\xa1i',"b'@majastrabu @Asil_Vestra0 como sabes tu que no tienes placebo? un a\xc3\xb1o ? entonces eres un NO vacunado sin pauta completa puesto que aun van por la 3ra. la 4ta para marzo os la tienen lista, este Doctor te dicen que ex\xc3\xa1menes haceros si ten\xc3\xa9is dudas. https://t.co/XQzcW71dBu'"
2022-01-24 15:53:52,b'Navarra(Espa\xc3\xb1a)',b'Zabala Innovation participa en el proyecto que probar\xc3\xa1 la vacuna de Hipra en poblaci\xc3\xb3n infantil e inmunocomprometidos https://t.co/2SnukRTpUd'
2022-01-24 15:53:31,"b'Ubrique, Espa\xc3\xb1a'","b'@ripege Ostras, menuda putada!! Y para la vacuna Paracetamol y reposo, cu\xc3\xaddate mucho!!'"
2022-01-24 15:53:25,"b'Principado de Asturias, Espa\xc3\xb1a'","b'La mejor #vacuna que hay, es la vacuna contra el #SOCIALISMO \nEres un radical de la extrema izquierda, aparte de un jabal\xc3\xad verrugoso. https://t.co/74lAknBEdA'"
2022-01-24 15:52:08,b' Malaga Espa\xc3\xb1a',b'Dile a @vonderleyen que no puede imponer la vacuna obligatoria contra el #COVID19 en la UE. Defiende tus #derechos y frena los planes de Bruselas https://t.co/8Bc5TTueDd'
2022-01-24 15:51:38,"b'Galicia, Espa\xc3\xb1a'","b'@Mnica01163438 S\xc3\xadii, aqu\xc3\xad en Galicia te avisan a parte por la app te mandan un sms de recordatorio d\xc3\xadas antes y otro el d\xc3\xada antes, en este aspecto lo tienen bien organizado, si te vacunas fuera de plazo es porque quieres, buenas tardes cari\xc3\xb1o \xf0\x9f\x98\x89\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97.'"
2022-01-24 15:50:06,"b'Murcia, Espa\xc3\xb1a'",b'Vacuna contra el Virus del Papiloma Humano.\n5 cosas que deber\xc3\xadas saber. \n\nDesc\xc3\xbabrelo en nuestro \xc3\xbaltimo post de Instagram y conoce m\xc3\xa1s informaci\xc3\xb3n al respecto en este enlace: https://t.co/9gtFEJAxjY\n\nPide tu cita entrenado a https://t.co/PD5rqD8Ata\xf0\x9f\x94\x97\n\n#Cl\xc3\xadnicaIMAR #Policl\xc3\xadnicaImar https://t.co/Djto6C15eA'
2022-01-24 15:49:33,b'Espa\xc3\xb1a',"b'@el_pais A la industria farmac\xc3\xa9utica no le interesa, para poder seguir vendiendo vacunas y seguir poniendo dosis y m\xc3\xa1s dosis...'"
2022-01-24 15:49:14,b'Espa\xc3\xb1a',"b'No se si es \xc3\xb3micron o son las vacunas pero ha cambiado la tendencia anterior. Seg\xc3\xban \xc3\xbaltimas informaciones, uno es m\xc3\xa1s infeccioso mientras su test sigue siendo positivo, independientemente de la aparici\xc3\xb3n o desaparici\xc3\xb3n de s\xc3\xadntomas. No pueden basar aislamientos en ello entonces\xe2\x9d\x97 https://t.co/teSzDU6Yh2'"
2022-01-24 15:47:39,b'Espa\xc3\xb1a',"b'La tercera dosis evita la hospitalizaci\xc3\xb3n por el coronavirus pero estoy empezando a pensar que nadie dijo que evitara la hospitalizaci\xc3\xb3n por la vacuna. Ains qu\xc3\xa9 temblores y qu\xc3\xa9 todo. En este trance, me anima recordar a la ni\xc3\xb1a que marc\xc3\xb3 el camino. https://t.co/5YHWgYsr5C'"
2022-01-24 15:47:03,b'Espa\xc3\xb1a',b'Ah\xc3\xad Alguna explicaci\xc3\xb3n por la que la dosis de la vacuna #Covid_19 est\xc3\xa9 afectando a la ves\xc3\xadcula o ri\xc3\xb1ones \nO generando algunas infecciones \nPregunto\xe2\x80\xa6.'
2022-01-24 15:45:38,"b'Barcelona, Espa\xc3\xb1a'",b'Que probabilidad hay de contagiarse 2 veces en 2 semanas teniendo las 2 vacunas??'
2022-01-24 15:45:24,b'Spain',b'@diecinuevedeabr @JuanGrvas @rsarille4 Te dir\xc3\xa1n que sin vacuna hubiese sido peor'
2022-01-24 15:45:02,b'Espa\xc3\xb1a',b'La OMS descarta la idea de una vacuna que evite al 100% las infecciones por COVID-19 https://t.co/vl8Fv1iIv5'
2022-01-24 15:43:25,"b'Saragossa, Spain'",b'@valymero @Soniatwin72 @CarmenTwin72 Genial! Sab\xc3\xa9is que vacuna suelen poner?! Moderna o pfizer no?!'
2022-01-24 15:43:10,b'Barcelona-Spain',b'Dile a @vonderleyen que no puede imponer la vacuna obligatoria contra el #COVID19 en la UE. Defiende tus #derechos y frena los planes de Bruselas https://t.co/OgyjRHvjY3'
2022-01-24 15:42:23,"b'Granada, Espa\xc3\xb1a'","b'@sanchezcastejon Por qu\xc3\xa9 no podemos elegir vacuna, la Espa\xc3\xb1ola x ej. ?? En lugar de dar nuestro dinero a las farmac\xc3\xa9uticas anglosajonas??'"
2022-01-24 15:40:48,"b'Barcelona, Espa\xc3\xb1a'",b'ojal\xc3\xa1 la EU enviara vacunas a  pa\xc3\xadses mas pobres tan r\xc3\xa1pido como armas a Ucrania'
2022-01-24 15:40:07,"b'Madrid, Espa\xc3\xb1a'","b'@rafaarambillet @Virgini42148361 @Buff_nidea @C_Terrorismo De todos modos, no se pongan la vacuna, soy liberal, me parece estupendo que no lo hagan. Los Testigos de Johov\xc3\xa1 no aceptan transfusiones, ustedes no aceptan vacunas.'"
2022-01-24 15:40:04,"b'Toledo, Espa\xc3\xb1a'",b'He flipado con lo de la vacuna. Parec\xc3\xada que est\xc3\xa1bamos en la cola del Mercarro\xc3\xb1a pagando. He tardado escasos 5 minutos en que me pusieran Moderna. As\xc3\xad s\xc3\xad.'
2022-01-24 15:38:36,b'Espa\xc3\xb1a/Italia/Singapur',b'@raulmv93 @RGA98916905 @FerR1979 @ildefonsog_ Dar por hecho que una vacuna evita muertes (sin los datos necesarios para analizar cuantos no mueren de Coronavirus gracias a vacuna y cuantos sufren efectos secundarios de ellas) es un error de l\xc3\xb3gica b\xc3\xa1sica.'
2022-01-24 15:38:08,"b'San Fernando, Espa\xc3\xb1a'",b'@caferlo11 A mi me sali\xc3\xb3 automatismo despu\xc3\xa9s de la vacuna'
2022-01-24 15:38:02,b'Espa\xc3\xb1a',b'@C_Terrorismo @lah_cd Luis ni es un vacunado ni un anti vacunas. Es un TONTO POLLAS que con 6 seguidores quiere r\xc3\xa9dito en redes. \nDinos algo Luis. Algo chulo.'
2022-01-24 15:35:47,b'Spain - Dominican Republic',"b'Tanto una persona con obesidad como en normopeso, puede tener hipercolesterolemia e hipertrigliceridemia, y ambas sufrir enfermedades coronarias.\n\nAntes de dar por sentado o relacionar un infarto por la vacuna, miremos primero el historial cardiovascular y hallar\xc3\xa1s datos. https://t.co/vM7TfSu3le'"
2022-01-24 15:35:40,b'Spain - Dominican Republic',"b'He le\xc3\xaddo a muchos atribuyendo las muertes por infartos a las vacunas contra el COVID.\n\nIncluso, he visto a m\xc3\xa9dicos incurrir en esta pr\xc3\xa1ctica que refleja un nivel de desconocimiento b\xc3\xa1sico en enfermedades coronarias\n\n\xc2\xbfPuede una persona joven y \xe2\x80\x9csana\xe2\x80\x9d tener un infarto? https://t.co/93RUgJpEpG'"
2022-01-24 15:34:07,b'Argentina - Espa\xc3\xb1a',"b'@rquiroga777 Eso le contest\xc3\xa9: Imag\xc3\xadnate un mundo donde tengas que vivir el resto de tus d\xc3\xadas sabiendo que se te muri\xc3\xb3 un ser querido porque fuiste un irresponsable que burl\xc3\xb3 las normas, no us\xc3\xb3 barbijo, evit\xc3\xb3 hacerse PCR, se rebel\xc3\xb3 contra las vacunas y contagi\xc3\xb3 a otros. Que no ten\xc3\xadan la culpa.'"
2022-01-24 15:33:19,"b'USA, Espa\xc3\xb1a & Latinoamerica'","b'@cyberhugodev El descanso tambi\xc3\xa9n es muy importante, Hugo \xf0\x9f\x92\x9a \xc2\xa1Lo est\xc3\xa1s haciendo incre\xc3\xadble! Despu\xc3\xa9s de la vacuna, tambi\xc3\xa9n recuerda descansar \xf0\x9f\x98\x84'"
2022-01-24 15:32:36,b'Argentina - Espa\xc3\xb1a',"b'@Horacio246 Imag\xc3\xadnate un mundo donde tengas que vivir el resto de tus d\xc3\xadas sabiendo que se te muri\xc3\xb3 un ser querido porque fuiste un irresponsable que burl\xc3\xb3 las normas, no us\xc3\xb3 barbijo, evit\xc3\xb3 hacerse PCR, se rebel\xc3\xb3 contra las vacunas y contagi\xc3\xb3 a los dem\xc3\xa1s. Que no ten\xc3\xadan la culpa.'"
2022-01-24 15:31:41,b'Argentina - Espa\xc3\xb1a',"b'@BirmajerOk Imag\xc3\xadnate un mundo donde tengas que vivir el resto de tus d\xc3\xadas sabiendo que se te muri\xc3\xb3 un ser querido porque fuiste un irresponsable que burl\xc3\xb3 las normas, no us\xc3\xb3 barbijo, evit\xc3\xb3 hacerse PCR, se rebel\xc3\xb3 contra las vacunas y contagi\xc3\xb3 a los dem\xc3\xa1s. Que no ten\xc3\xadan la culpa.'"
2022-01-24 15:31:37,"b'Guardamar del Segura, Espa\xc3\xb1a'","b'@BeatrizTalegon @Las_Republicas ""Nadie"" se acuerda de lo de la gripe A. Ya aprendimos sobre plandemias. Peter Doshi lo deja claro. El esc\xc3\xa1ndalo del Tamiflu... Vacunas a saco, caducadas y/o a \xc3\x81frica. Podemos ver analog\xc3\xadas. Remdesivir, vacs a saco, etc.. Pero nunca pasa nada, se esconde y a seguir.'"
2022-01-24 15:30:00,"b'Barcelona, Spain'",b'El Ministerio de Salud brasile\xc3\xb1o emiti\xc3\xb3 una nota t\xc3\xa9cnica que afirma que la cloroquina cura la COVID19 y que las vacunas no son eficaces. Exactamente lo opuesto a la realidad. Esa mafia tendr\xc3\xa1 que ser juzgada un d\xc3\xada en un tribunal internacional por cr\xc3\xadmenes contra la humanidad. https://t.co/QSzvqKRggl'
2022-01-24 15:29:04,b'Espa\xc3\xb1a / Spain',b'Coronavirus: vacunas intranasales contra la Covid-19  https://t.co/os9q57Uwo9'
2022-01-24 15:27:46,"b'Santa Cruz de Tenerife, Espa\xc3\xb1a'",b'Pocoy\xc3\xb3 y Crocodoc explicar\xc3\xa1n a los ni\xc3\xb1os los beneficios de las vacunas https://t.co/dK5XWHTmmv'
2022-01-24 15:26:17,"b'Guadalajara, Espa\xc3\xb1a'",b'Los vecinos de la provincia de Guadalajara mayores de 30 a\xc3\xb1os podr\xc3\xa1n recibir la dosis de refuerzo de la vacuna contra la COVID en el San Jos\xc3\xa9 sin cita previa desde este lunes 24 de enero #COVID19 #salud #vacuna #noticias V\xc3\xada @HeraldodelHenar  https://t.co/sLHkstnXoR'
2022-01-24 15:26:06,b'Espa\xc3\xb1a con (\xc3\x91)',b'Cuando se acaben las vacunas ya no ser\xc3\xa1 necesario vacunarse'
2022-01-24 15:26:01,b'Espa\xc3\xb1a',b'La EMA aprueba ampliar fabricaci\xc3\xb3n de la vacuna Covid-19 de AstraZeneca en Espa\xc3\xb1a @EMA_News https://t.co/earNweS7b0'
2022-01-24 15:24:43,b'Espa\xc3\xb1a',"b'@Margari05945666 como el caballero de manos ser todos, a ver\xc3\xadamos sino se achantaban los v\xc3\xa1ndalos y se paraban a robar y agredir a sus pa\xc3\xadses de origen.\nhay que paralos los pies ya y cada acci\xc3\xb3n cuenta ..dej\xc3\xa9monos de giliprogresia\nte vacunas por los mayores y luego proteges a un delincuente ???'"
2022-01-24 15:24:17,"b'Ferrol, Spain'","b'@VelezCarcelen @GisselEscu Pues a mi la pfizer, que seg\xc3\xban t\xc3\xba es mejor, me dej\xc3\xb3 3 d\xc3\xadas con 39 de fiebre. As\xc3\xad que no, no depende de la vacuna en s\xc3\xad, si no de c\xc3\xb3mo reaccione tu cuerpo a ella.'"
2022-01-24 15:24:16,"b'Granada, Espa\xc3\xb1a'","b'@KantKerlak @WomanInWorld_ @elmundoes Lo mismo que hicieron con la vacuna de la ""pandemia"" de 2009..\n\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85'"
2022-01-24 15:23:33,"b'Guadalajara, Espa\xc3\xb1a'",b'para cu\xc3\xa1ndo una vacuna contra los ex\xc3\xa1menes??'
2022-01-24 15:22:29,b'Espa\xc3\xb1a',b'#DIRECTO | La EMA aprueba una ampliaci\xc3\xb3n de la fabricaci\xc3\xb3n de la vacuna de #Astrazeneca \n\n\xe2\x9e\xa1\xef\xb8\x8f https://t.co/mjCG3P21mD https://t.co/8Gf930iW35'
2022-01-24 15:22:28,"b'M\xc3\xa1laga, Espa\xc3\xb1a'","b'@agarzon Que asco haber pillado covid el mismo d\xc3\xada que tu.\nLa sanidad p\xc3\xbablica me ha dado cita para el d\xc3\xada 3.\nLe digo que tengo positivo en test covid, que no tengo vacuna y quiero que conste que lo he pasado.\nPara el d\xc3\xada 3 ya dar\xc3\xa9 negativo \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n Hdlgp la sanidad p\xc3\xbablica.\xf0\x9f\x98\x93'"
2022-01-24 15:21:20,"b'Cartagena, Espa\xc3\xb1a'","b'Pues resulta que en Suiza si presentas un test de anticuerpos positivo (entiendo que con ciertos niveles) te lo ""convalidan"" como vacuna.'"
2022-01-24 15:21:13,"b'Barcelona, Catalunya, Espanya'",b'@josemap1 No dije eso. Me refiero a las razones por las cuales tanto extrema derecha como extrema izquierda asumen m\xc3\xa1s f\xc3\xa1cilmente discursos como el negacionismo o anti vacunas'
2022-01-24 15:19:47,"b'Avil\xc3\xa9s, Espa\xc3\xb1a'",b'@MGL80 me va sentar mal la vacuna'
2022-01-24 15:19:34,"b'Telde, Espa\xc3\xb1a'",b'Vacuna de los meses igual a dolor inmenso por mi beb\xc3\xa9 hemos llorado las dos\xf0\x9f\xa5\xba. D\xc3\xada de mimos triple para la princesa \xf0\x9f\x98\x8d'
2022-01-24 15:17:10,"b'Valladolid, Espa\xc3\xb1a'",b'MSD organiza el Congreso Virtual de Vacunas 2022 con un enfoque \xe2\x80\x98One Health\xe2\x80\x99 #salud #sanidadanimal #vacunas https://t.co/oHzqfvMhIm'
2022-01-24 15:16:22,b'C\xc3\xa1ceres (Espa\xc3\xb1a)',"b'@LIncienso @maikillaturoete @NoSoyLaGente No digo que las vacunas y el covid no provoquen muertes pero estoy bastante seguro que hace tres a\xc3\xb1os no te hubieras enterado de que un jugador de la segunda divisi\xc3\xb3n argelina hab\xc3\xada muerto en el campo. Ahora, cualquier excusa es buena para los relatos de ambos bandos'"
2022-01-24 15:16:21,"b'Valladolid, Espa\xc3\xb1a'","b'Pharmamar (Vigo), CSIC (Madrid) dos instituciones con un GRANDIOSO trabajo realizado y cercenado por el gobierno de PSOE, Podemos y comunistas:\n\nEl se\xc3\xb1uelo de la vacuna espa\xc3\xb1ola https://t.co/dbndgMjjnu v\xc3\xada @voz_populi'"
2022-01-24 15:15:38,"b'Islas Canarias, Espa\xc3\xb1a'","b'\xf0\x9f\x92\x89Los equipos de vacunaci\xc3\xb3n del SCS han administrado en total 4.081.521 dosis de vacunas contra la #COVID19\n \n\xf0\x9f\xa7\x92\xf0\x9f\x8f\xbd\xf0\x9f\x91\xa7\xf0\x9f\x8f\xbdLa poblaci\xc3\xb3n pedi\xc3\xa1trica de entre 5 y 11 a\xc3\xb1os ha recibido 63.947 vacunas contra la COVID, el 46,71 % de la poblaci\xc3\xb3n diana.\n\n\xe2\x9e\xa1\xef\xb8\x8fM\xc3\xa1s info: https://t.co/BpyveDLc0A https://t.co/Y5bOtr7dAj'"
2022-01-24 15:15:28,"b'Almer\xc3\xada, Espa\xc3\xb1a'","b'@BartSamsun @19mic76 @meneame_net Seg\xc3\xban esa l\xc3\xb3gica, con la enorme cantidad de personas vacunadas que hay hoy, estoy seguro de que a alguna de esas personas le ha tocado la loter\xc3\xada, \xc2\xbfhabr\xc3\xa1 alguna correlaci\xc3\xb3n entre ponerse la vacuna y convertirse en millonario?'"
